time,cat_name,state,lick,bout,water
2025-10-17 16:14:21.973,unknown,0,1,0,1.16268
2025-10-17 16:14:21.131,unknown,1,1,0,1.16284
2025-10-17 16:14:22.415,unknown,0,1,0,1.16502
2025-10-17 16:14:23.419,unknown,0,0,0,1.15744
2025-10-17 16:14:26.059,unknown,1,0,0,1.16929
2025-10-17 16:14:27.549,unknown,0,0,0,1.16155
2025-10-17 16:14:32.537,unknown,1,0,0,1.16147
2025-10-17 16:14:33.874,unknown,0,0,0,1.16155
2025-10-17 16:14:37.305,unknown,1,0,0,1.16631
2025-10-17 16:14:38.670,unknown,0,0,0,1.16147
2025-10-17 16:14:42.153,unknown,1,0,0,1.16332
2025-10-17 16:14:43.440,unknown,0,0,0,1.16204
2025-10-17 16:14:43.544,unknown,1,0,0,1.16131
2025-10-17 16:14:43.598,unknown,0,1,0,1.15656
2025-10-17 16:14:44.601,unknown,0,0,0,1.15825
2025-10-17 16:14:47.382,unknown,1,0,0,1.16195
2025-10-17 16:14:49.079,unknown,0,0,0,1.16429
2025-10-17 16:14:53.251,unknown,1,0,0,1.16574
2025-10-17 16:14:53.470,unknown,0,0,0,1.16236
2025-10-17 16:14:53.518,unknown,1,0,0,1.16679
2025-10-17 16:14:54.819,unknown,0,0,0,1.16623
2025-10-17 16:14:55.996,unknown,1,0,0,1.16606
2025-10-17 16:14:55.049,unknown,0,1,0,1.1597
2025-10-17 16:14:56.051,unknown,0,0,0,1.15696
2025-10-17 16:15:02.449,unknown,1,0,0,1.16349
2025-10-17 16:15:04.982,unknown,0,0,0,1.15954
2025-10-17 16:15:04.121,unknown,1,0,0,1.16026
2025-10-17 16:15:04.172,unknown,0,1,0,1.15672
2025-10-17 16:15:05.175,unknown,0,0,0,1.16365
2025-10-17 16:15:07.659,unknown,1,0,0,1.16075
2025-10-17 16:15:09.983,unknown,0,0,0,1.15591
2025-10-17 16:15:12.577,unknown,1,0,0,1.16985
2025-10-17 16:15:14.972,unknown,0,0,0,1.16171
2025-10-17 16:15:16.557,unknown,1,0,0,1.15986
2025-10-17 16:15:18.942,unknown,0,0,0,1.1601
2025-10-17 16:15:23.251,unknown,1,0,0,1.16687
2025-10-17 16:15:24.578,unknown,0,0,0,1.15793
2025-10-17 16:15:24.748,unknown,1,0,0,1.16663
2025-10-17 16:15:24.799,unknown,0,1,0,1.16091
2025-10-17 16:15:25.800,unknown,0,0,0,1.16381
2025-10-17 16:15:27.672,unknown,1,0,0,1.15599
2025-10-17 16:15:28.809,unknown,0,0,0,1.15776
2025-10-17 16:15:28.876,unknown,1,0,0,1.16059
2025-10-17 16:15:29.924,unknown,0,0,0,1.15914
2025-10-17 16:15:32.421,unknown,1,0,0,1.16107
2025-10-17 16:15:34.026,unknown,0,0,0,1.15938
2025-10-17 16:15:34.120,unknown,1,0,0,1.16075
2025-10-17 16:15:34.172,unknown,0,1,0,1.16461
2025-10-17 16:15:35.174,unknown,0,0,0,1.16099
2025-10-17 16:15:41.452,unknown,1,0,0,1.16421
2025-10-17 16:15:43.095,unknown,0,0,0,1.15623
2025-10-17 16:15:47.630,unknown,1,0,0,1.16429
2025-10-17 16:15:49.165,unknown,0,0,0,1.1593
2025-10-17 16:15:53.142,unknown,1,0,0,1.16332
2025-10-17 16:15:53.298,unknown,0,0,0,1.15495
2025-10-17 16:15:53.346,unknown,1,0,0,1.16405
2025-10-17 16:15:55.086,unknown,0,0,0,1.15591
2025-10-17 16:16:00.416,unknown,1,0,0,1.15462
2025-10-17 16:16:01.691,unknown,0,0,0,1.16075
2025-10-17 16:16:01.758,unknown,1,0,0,1.16131
2025-10-17 16:16:01.809,unknown,0,1,0,1.15615
2025-10-17 16:16:02.811,unknown,0,0,0,1.16332
2025-10-17 16:16:05.402,unknown,1,0,0,1.1597
2025-10-17 16:16:06.848,unknown,0,0,0,1.16091
2025-10-17 16:16:09.846,unknown,1,0,0,1.16663
2025-10-17 16:16:11.246,unknown,0,0,0,1.15986
2025-10-17 16:22:23.570,unknown,1,0,0,1.1651
2025-10-17 16:22:26.242,unknown,0,0,0,1.16631
2025-10-17 16:22:26.309,unknown,1,0,0,1.15825
2025-10-17 16:22:26.409,unknown,0,1,0,1.1622
2025-10-17 16:22:27.411,unknown,0,0,0,1.16405
2025-10-17 16:22:32.648,unknown,1,0,0,1.16018
2025-10-17 16:22:34.137,unknown,0,0,0,1.17066
2025-10-17 16:22:39.025,unknown,1,0,0,1.16711
2025-10-17 16:22:40.224,unknown,0,0,0,1.15922
2025-10-17 16:22:45.362,unknown,1,0,0,1.15986
2025-10-17 16:22:46.505,unknown,0,0,0,1.16236
2025-10-17 16:22:46.557,unknown,1,0,0,1.16687
2025-10-17 16:22:46.610,unknown,0,1,0,1.15672
2025-10-17 16:22:47.612,unknown,0,0,0,1.1605
2025-10-17 16:22:50.170,unknown,1,0,0,1.17066
2025-10-17 16:22:51.382,unknown,0,0,0,1.1564
2025-10-17 16:22:55.327,unknown,1,0,0,1.16244
2025-10-17 16:22:56.648,unknown,0,0,0,1.1659
2025-10-17 16:22:56.712,unknown,1,0,0,1.15873
2025-10-17 16:22:56.759,unknown,0,0,0,1.15664
2025-10-17 16:23:01.130,unknown,1,0,0,1.15978
2025-10-17 16:23:02.633,unknown,0,0,0,1.16155
2025-10-17 16:23:08.741,unknown,1,0,0,1.16123
2025-10-17 16:23:10.025,unknown,0,0,0,1.16937
2025-10-17 16:23:15.757,unknown,1,0,0,1.15913
2025-10-17 16:23:17.950,unknown,0,0,0,1.15672
2025-10-17 16:23:21.595,unknown,1,0,0,1.16349
2025-10-17 16:23:23.208,unknown,0,0,0,1.16494
2025-10-17 16:23:28.891,unknown,1,0,0,1.16405
2025-10-17 16:23:29.786,unknown,0,0,0,1.15962
2025-10-17 16:34:12.138,unknown,1,0,0,1.16437
2025-10-17 16:34:15.203,unknown,0,0,0,1.1572
2025-10-17 19:03:29.752,unknown,1,0,0,1.16171
2025-10-17 19:03:31.844,unknown,0,0,0,1.16445
2025-10-17 19:03:36.376,unknown,1,0,0,1.16115
2025-10-17 19:03:37.600,unknown,0,0,0,1.15527
2025-10-17 19:03:40.556,unknown,1,0,0,1.16856
2025-10-17 19:03:40.616,unknown,0,1,0,1.1572
2025-10-17 19:03:41.040,unknown,1,1,0,1.16324
2025-10-17 19:03:42.140,unknown,0,1,0,1.15873
2025-10-17 19:03:43.144,unknown,0,0,0,1.15583
2025-10-17 19:03:49.072,unknown,1,0,0,1.16413
2025-10-17 19:03:50.864,unknown,0,0,0,1.1651
2025-10-17 19:03:54.696,unknown,1,0,0,1.16494
2025-10-17 19:03:56.488,unknown,0,0,0,1.16308
2025-10-17 19:04:00.560,unknown,1,0,0,1.16695
2025-10-17 19:04:02.000,unknown,0,0,0,1.15511
2025-10-17 19:04:05.384,unknown,1,0,0,1.16204
2025-10-17 19:04:06.848,unknown,0,0,0,1.1593
2025-10-17 19:04:10.344,unknown,1,0,0,1.16002
2025-10-17 19:04:11.508,unknown,0,0,0,1.15889
2025-10-17 19:04:18.048,unknown,1,0,0,1.15994
2025-10-17 19:04:19.300,unknown,0,0,0,1.15889
2025-10-17 19:08:54.848,unknown,1,0,0,1.16228
2025-10-17 19:08:57.336,unknown,0,0,0,1.1622
2025-10-17 19:09:01.352,unknown,1,0,0,1.16389
2025-10-17 19:09:02.844,unknown,0,0,0,1.15889
2025-10-17 19:09:03.948,unknown,1,0,0,1.15841
2025-10-17 19:09:03.020,unknown,0,1,0,1.1564
2025-10-17 19:09:04.020,unknown,0,0,0,1.15793
2025-10-17 19:09:09.276,unknown,1,0,0,1.10806
2025-10-17 19:09:10.700,unknown,0,0,0,1.1033
2025-10-17 19:09:14.852,unknown,1,0,0,1.1116
2025-10-17 19:09:16.396,unknown,0,0,0,1.11007
2025-10-17 19:09:16.548,unknown,1,0,0,1.10306
2025-10-17 19:09:16.600,unknown,0,1,0,1.09919
2025-10-17 19:09:17.604,unknown,0,0,0,1.10419
2025-10-17 19:09:19.812,unknown,1,0,0,1.10685
2025-10-17 19:09:21.932,unknown,0,0,0,1.10411
2025-10-17 19:09:24.220,unknown,1,0,0,1.10483
2025-10-17 19:09:24.276,unknown,0,1,0,1.10669
2025-10-17 19:09:24.732,unknown,1,1,0,1.10225
2025-10-17 19:09:26.024,unknown,0,1,0,1.10225
2025-10-17 19:09:27.028,unknown,0,0,0,1.10685
2025-10-17 21:05:44.128,unknown,1,0,0,1.09081
2025-10-17 21:05:47.248,unknown,0,0,0,1.08558
2025-10-17 21:05:51.640,unknown,1,0,0,1.09106
2025-10-17 21:05:52.032,unknown,0,0,0,1.08719
2025-10-17 21:05:58.184,unknown,1,0,0,1.0917
2025-10-17 21:06:00.512,unknown,0,0,0,1.08679
2025-10-17 21:06:00.640,unknown,1,0,0,1.08614
2025-10-17 21:06:00.696,unknown,0,1,0,1.08832
2025-10-17 21:06:01.704,unknown,0,0,0,1.09057
2025-10-17 21:06:06.576,unknown,1,0,0,1.08703
2025-10-17 21:06:07.904,unknown,0,0,0,1.08171
2025-10-17 21:06:11.584,unknown,1,0,0,1.09299
2025-10-17 21:06:11.640,unknown,0,1,0,1.08614
2025-10-17 21:06:11.784,unknown,1,1,0,1.09025
2025-10-17 21:06:12.800,unknown,0,1,0,1.08751
2025-10-17 21:06:13.792,unknown,0,0,0,1.09992
2025-10-17 21:06:16.040,unknown,1,0,0,1.09194
2025-10-17 21:06:18.400,unknown,0,0,0,1.09234
2025-10-17 21:06:18.576,unknown,1,0,0,1.09436
2025-10-17 21:06:18.656,unknown,0,1,0,1.08316
2025-10-17 21:06:19.656,unknown,0,0,0,1.09122
2025-10-17 21:06:22.376,unknown,1,0,0,1.0863
2025-10-17 21:06:24.400,unknown,0,0,0,1.07953
2025-10-17 21:06:27.872,unknown,1,0,0,1.08131
2025-10-17 21:06:27.992,unknown,0,1,0,1.08445
2025-10-17 21:06:27.040,unknown,1,1,0,1.09106
2025-10-17 21:06:28.192,unknown,0,1,0,1.08598
2025-10-17 21:06:29.320,unknown,1,1,0,1.08598
2025-10-17 21:06:29.376,unknown,0,2,0,1.08566
2025-10-17 21:06:30.376,unknown,0,0,0,1.08574
2025-10-17 21:06:35.688,unknown,1,0,0,1.08727
2025-10-17 21:06:36.016,unknown,0,0,0,1.08469
2025-10-17 21:06:41.272,unknown,1,0,0,1.07978
2025-10-17 21:06:42.488,unknown,0,0,0,1.08767
2025-10-17 21:06:42.544,unknown,1,0,0,1.09065
2025-10-17 21:06:42.616,unknown,0,0,0,1.08775
2025-10-17 21:06:46.640,unknown,1,0,0,1.08807
2025-10-17 21:06:47.968,unknown,0,0,0,1.08936
2025-10-17 21:06:51.616,unknown,1,0,0,1.0863
2025-10-17 21:06:52.704,unknown,0,0,0,1.08284
2025-10-17 21:06:54.896,unknown,1,0,0,1.08598
2025-10-17 21:06:55.184,unknown,0,0,0,1.08219
2025-10-17 21:06:59.552,unknown,1,0,0,1.08372
