time,cat_name,state,lick,bout,water
2026-01-01 10:41:06.720,unknown,0,1,0,1.33805
2026-01-01 10:41:06.784,unknown,1,1,0,1.3399
2026-01-01 10:41:06.880,unknown,0,2,0,1.33571
2026-01-01 10:41:08.936,unknown,0,0,0,1.33514
2026-01-01 10:41:11.008,unknown,1,0,0,1.33861
2026-01-01 10:41:11.104,unknown,0,1,0,1.33837
2026-01-01 10:41:11.264,unknown,1,1,0,1.32854
2026-01-01 10:41:11.776,unknown,0,1,0,1.33974
2026-01-01 10:41:11.840,unknown,1,1,0,1.33216
2026-01-01 10:41:12.968,unknown,0,2,0,1.33563
2026-01-01 10:41:13.960,unknown,0,0,0,1.33337
2026-01-01 10:41:17.440,unknown,1,0,0,1.33885
2026-01-01 10:41:18.272,unknown,0,0,0,1.33297
2026-01-01 10:41:23.976,unknown,1,0,0,1.3407
2026-01-01 10:41:23.776,unknown,0,0,0,1.33805
2026-01-01 10:41:28.032,unknown,1,0,0,1.33523
2026-01-01 10:41:28.896,unknown,0,0,0,1.31259
2026-01-01 10:41:33.992,unknown,1,0,0,1.33265
2026-01-01 10:41:33.056,unknown,0,1,0,1.33603
2026-01-01 10:41:33.184,unknown,1,1,0,1.33845
2026-01-01 10:41:34.112,unknown,0,1,0,1.31887
2026-01-01 10:41:35.136,unknown,0,0,0,1.3204
2026-01-01 10:41:38.784,unknown,1,0,0,1.33386
2026-01-01 10:41:39.712,unknown,0,0,0,1.31694
2026-01-01 10:41:44.320,unknown,1,0,0,1.33523
2026-01-01 10:41:45.344,unknown,0,0,0,1.31492
2026-01-01 10:41:49.152,unknown,1,0,0,1.31621
2026-01-01 10:41:50.112,unknown,0,0,0,1.31267
2026-01-01 10:41:55.976,unknown,1,0,0,1.30985
2026-01-01 10:41:56.064,unknown,0,0,0,1.3175
2026-01-01 10:41:59.648,unknown,1,0,0,1.31452
2026-01-01 10:42:00.768,unknown,0,0,0,1.315
2026-01-01 10:42:01.960,unknown,1,0,0,1.30912
2026-01-01 10:42:01.024,unknown,0,1,0,1.3121
2026-01-01 10:42:02.048,unknown,0,0,0,1.3179
2026-01-01 10:42:04.480,unknown,1,0,0,1.32169
2026-01-01 10:42:05.632,unknown,0,0,0,1.31806
2026-01-01 10:42:09.664,unknown,1,0,0,1.31581
2026-01-01 10:42:11.976,unknown,0,0,0,1.31452
2026-01-01 10:42:16.128,unknown,1,0,0,1.31573
2026-01-01 10:42:17.120,unknown,0,0,0,1.31605
2026-01-01 10:42:21.856,unknown,1,0,0,1.31339
2026-01-01 10:42:23.680,unknown,0,0,0,1.31291
2026-01-01 10:42:27.488,unknown,1,0,0,1.3208
2026-01-01 10:42:28.608,unknown,0,0,0,1.31484
2026-01-01 10:42:28.672,unknown,1,0,0,1.31412
2026-01-01 10:42:28.768,unknown,0,1,0,1.31871
2026-01-01 10:42:29.792,unknown,0,0,0,1.31984
2026-01-01 10:42:34.496,unknown,1,0,0,1.31355
2026-01-01 10:42:35.808,unknown,0,0,0,1.31323
2026-01-01 10:42:39.072,unknown,1,0,0,1.31895
2026-01-01 10:42:40.192,unknown,0,0,0,1.31847
2026-01-01 18:41:07.224,unknown,0,0,0,1.26006
2026-01-01 18:41:08.248,Handsome,0,0,0,1.28294
2026-01-01 22:33:20.800,unknown,1,0,0,1.21739
2026-01-01 22:33:21.992,unknown,0,1,0,1.22602
2026-01-01 22:33:21.088,unknown,1,1,0,1.21578
2026-01-01 22:33:22.720,unknown,0,1,0,1.22077
2026-01-01 22:33:23.712,unknown,0,0,0,1.21473
2026-01-01 22:33:26.464,unknown,1,0,0,1.21932
2026-01-01 22:33:27.552,unknown,0,0,0,1.21618
2026-01-01 22:33:31.136,unknown,1,0,0,1.21675
2026-01-01 22:33:32.000,unknown,0,0,0,1.20699
2026-01-01 22:33:36.736,unknown,1,0,0,1.21489
2026-01-01 22:33:39.520,unknown,0,0,0,1.21199
