time,mono_ms,cat_name,state,lick,bout,water
2026-01-12 18:50:47.479,10944868,unknown,1,0,0,1.31452
2026-01-12 18:50:48.347,10945736,unknown,0,0,0,1.29776
2026-01-12 18:50:53.103,10950492,unknown,1,0,0,1.29857
2026-01-12 18:50:54.091,10951480,unknown,0,0,0,1.29148
2026-01-12 18:50:57.451,10954840,unknown,1,0,0,1.30098
2026-01-12 18:50:58.971,10956360,unknown,0,0,0,1.27778
2026-01-12 18:51:04.639,10962028,unknown,1,0,0,1.30082
2026-01-12 18:51:06.655,10964044,unknown,0,0,0,1.28108
2026-01-12 18:51:58.067,11015456,unknown,1,0,0,1.3005
2026-01-12 18:51:59.419,11016808,unknown,0,0,0,1.27891
2026-01-12 18:52:02.679,11020068,unknown,1,0,0,1.28423
2026-01-12 18:52:03.747,11021136,unknown,0,0,0,1.28141
2026-01-12 18:52:06.927,11024316,unknown,1,0,0,1.2798
2026-01-12 18:52:07.875,11025264,unknown,0,0,0,1.28487
2026-01-12 18:52:07.931,11025320,unknown,1,0,0,1.2752
2026-01-12 18:52:08.007,11025396,unknown,0,1,0,1.27448
2026-01-12 18:52:09.007,11026396,unknown,0,0,0,1.28149
2026-01-12 18:52:11.187,11028576,unknown,1,0,0,1.28076
2026-01-12 18:52:12.219,11029608,unknown,0,0,0,1.28592
2026-01-12 18:52:16.651,11034040,unknown,1,0,0,1.28842
2026-01-12 18:52:17.791,11035180,unknown,0,0,0,1.2806
2026-01-12 18:52:17.923,11035312,unknown,1,0,0,1.27383
2026-01-12 18:52:17.971,11035360,unknown,0,1,0,1.27383
2026-01-12 18:52:18.971,11036360,unknown,0,0,0,1.28245
2026-01-12 18:52:21.859,11039248,unknown,1,0,0,1.28149
2026-01-12 18:52:23.055,11040444,unknown,0,0,0,1.27988
2026-01-12 18:52:26.223,11043612,unknown,1,0,0,1.27891
2026-01-12 18:52:26.331,11043720,unknown,0,1,0,1.28737
2026-01-12 18:52:26.435,11043824,unknown,1,1,0,1.27649
2026-01-12 18:52:27.295,11044684,unknown,0,1,0,1.27609
2026-01-12 18:52:28.295,11045684,unknown,0,0,0,1.2773
2026-01-12 18:52:31.059,11048448,unknown,1,0,0,1.28189
2026-01-12 18:52:32.119,11049508,unknown,0,0,0,1.27375
2026-01-12 18:52:38.715,11056104,unknown,1,0,0,1.27818
2026-01-12 18:52:39.907,11057296,unknown,0,0,0,1.27754
2026-01-12 18:52:43.079,11060468,unknown,1,0,0,1.28761
2026-01-12 18:52:43.159,11060548,unknown,0,1,0,1.27963
2026-01-12 18:52:43.275,11060664,unknown,1,1,0,1.28157
2026-01-12 18:52:44.171,11061560,unknown,0,1,0,1.28189
2026-01-12 18:52:45.175,11062564,unknown,0,0,0,1.28149
2026-01-12 18:52:48.063,11065452,unknown,1,0,0,1.28761
2026-01-12 18:52:49.047,11066436,unknown,0,0,0,1.28149
2026-01-12 18:52:49.095,11066484,unknown,1,0,0,1.28769
2026-01-12 18:52:49.163,11066552,unknown,0,1,0,1.28302
2026-01-12 18:52:50.163,11067552,unknown,0,0,0,1.2831
2026-01-12 18:52:52.923,11070312,unknown,1,0,0,1.27802
2026-01-12 18:52:53.763,11071152,unknown,0,0,0,1.26449
2026-01-12 18:53:01.767,11079156,unknown,1,0,0,1.27931
2026-01-12 18:53:03.127,11080516,unknown,0,0,0,1.27665
2026-01-12 18:53:03.171,11080560,unknown,1,0,0,1.2781
2026-01-12 18:53:03.267,11080656,unknown,0,1,0,1.27818
2026-01-12 18:53:04.267,11081656,unknown,0,0,0,1.27883
2026-01-12 18:53:06.835,11084224,unknown,1,0,0,1.286
2026-01-12 18:53:08.043,11085432,unknown,0,0,0,1.28221
2026-01-12 19:05:28.435,11825824,unknown,1,0,0,1.29929
2026-01-12 19:05:29.419,11826808,unknown,0,0,0,1.27826
2026-01-12 19:05:34.583,11831972,unknown,1,0,0,1.28173
2026-01-12 19:05:35.659,11833048,unknown,0,0,0,1.27883
2026-01-12 19:05:39.307,11836696,unknown,1,0,0,1.28149
2026-01-12 19:05:40.227,11837616,unknown,0,0,0,1.28125
2026-01-12 19:05:43.843,11841232,unknown,1,0,0,1.28092
2026-01-12 19:05:44.815,11842204,unknown,0,0,0,1.28173
2026-01-12 19:05:49.191,11846580,unknown,1,0,0,1.27262
2026-01-12 19:05:50.107,11847496,unknown,0,0,0,1.28326
2026-01-12 19:05:54.359,11851748,unknown,1,0,0,1.27359
2026-01-12 19:05:54.435,11851824,unknown,0,1,0,1.28318
2026-01-12 19:05:54.495,11851884,unknown,1,1,0,1.27915
2026-01-12 19:05:55.351,11852740,unknown,0,1,0,1.28092
2026-01-12 19:05:56.351,11853740,unknown,0,0,0,1.28648
2026-01-12 19:06:00.335,11857724,unknown,1,0,0,1.2827
2026-01-12 19:06:01.627,11859016,unknown,0,0,0,1.26271
2026-01-12 19:06:05.211,11862600,unknown,1,0,0,1.27972
2026-01-12 19:06:05.303,11862692,unknown,0,1,0,1.28382
2026-01-12 19:06:05.427,11862816,unknown,1,1,0,1.28116
2026-01-12 19:06:06.391,11863780,unknown,0,1,0,1.27553
2026-01-12 19:06:07.399,11864788,unknown,0,0,0,1.28519
2026-01-12 19:06:09.847,11867236,unknown,1,0,0,1.28189
2026-01-12 19:06:10.999,11868388,unknown,0,0,0,1.27013
2026-01-12 19:06:14.591,11871980,unknown,1,0,0,1.27198
2026-01-12 19:06:15.519,11872908,unknown,0,0,0,1.27689
2026-01-12 19:06:19.487,11876876,unknown,1,0,0,1.28487
2026-01-12 19:06:21.007,11878396,unknown,0,0,0,1.25804
2026-01-12 19:06:26.631,11884020,unknown,1,0,0,1.26376
2026-01-12 19:06:27.927,11885316,unknown,0,0,0,1.26231
2026-01-12 19:06:31.607,11888996,unknown,1,0,0,1.2611
2026-01-12 19:06:32.679,11890068,unknown,0,0,0,1.25981
2026-01-12 19:06:36.127,11893516,unknown,1,0,0,1.26006
2026-01-12 19:06:36.175,11893564,unknown,0,0,0,1.25901
2026-01-12 19:06:36.235,11893624,unknown,1,0,0,1.25812
2026-01-12 19:06:37.319,11894708,unknown,0,0,0,1.26545
2026-01-12 19:06:40.919,11898308,unknown,1,0,0,1.26844
2026-01-12 19:06:42.271,11899660,unknown,0,0,0,1.26674
2026-01-13 07:26:29.027,56286416,unknown,0,0,0,1.24998
2026-01-13 07:26:30.003,56287392,Handsome,0,0,0,1.25788
2026-01-13 07:26:33.203,56290592,unknown,1,0,0,1.24845
2026-01-13 07:26:34.691,56292080,unknown,0,0,0,1.24481
2026-01-13 07:26:39.747,56297136,unknown,1,0,0,1.24538
2026-01-13 07:26:40.851,56298240,unknown,0,0,0,1.2445
